source_path,git_mode,git_blob_oid,source_size_bytes,source_sha256,projected_path,projected_size_bytes,projected_sha256,classification,byte_identity,public_status,public_release_eligible,record_status
components/CoherenceLattice/python/src/coherence/totality/__main__.py,100644,eb53e2f31b2f703ad32ef64b8a41faa3e7d18e08,48,935a1c1166b0c1ea35a82256345000bf2c73ded718d77773bc27a71ecce28f7d,components/CoherenceLattice/python/src/coherence/totality/__main__.py,48,935a1c1166b0c1ea35a82256345000bf2c73ded718d77773bc27a71ecce28f7d,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/adapter.py,100644,e58998ac08d8f849fe8130e18c074a443f2e52f0,23895,06f53ab424daf330a33cf2b7a4d1b45ee240e81caac6c6accd7665e7179a628c,components/CoherenceLattice/python/src/coherence/totality/adapter.py,23895,06f53ab424daf330a33cf2b7a4d1b45ee240e81caac6c6accd7665e7179a628c,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/aha.py,100644,75ec9bffda76e205b24a6c82534b04af81558206,9358,9aff48cbb2a5613165a56b56e1ae0bee5120af2a1125f59c824ccc3b6bda2f1f,components/CoherenceLattice/python/src/coherence/totality/aha.py,9358,9aff48cbb2a5613165a56b56e1ae0bee5120af2a1125f59c824ccc3b6bda2f1f,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/aperture.py,100644,55980d95a4ef348c57a55fc185191436ff68bd7b,3776,89e3a0578c9ae4f86b764ceb101bc714245774fc631b06216a4444ce62fb20a0,components/CoherenceLattice/python/src/coherence/totality/aperture.py,3776,89e3a0578c9ae4f86b764ceb101bc714245774fc631b06216a4444ce62fb20a0,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/atlas_contract.py,100644,b3d59f8c081a7ea7aa6cb60820c45f7870aef134,5788,86242bec3a6f86542cf62cac246ded363455e2f56f6a1bbac43bd7dcdd6b3c03,components/CoherenceLattice/python/src/coherence/totality/atlas_contract.py,5788,86242bec3a6f86542cf62cac246ded363455e2f56f6a1bbac43bd7dcdd6b3c03,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/canonical.py,100644,d456f98e0e0395971b5f417380f7b9671d63209d,10660,b1c7956e2b353718a62acba419ede2b4cc471429c8612c073a0c27ca54c376e2,components/CoherenceLattice/python/src/coherence/totality/canonical.py,10903,21865be2f04951870710dec4e36d0c3c93378e4e32711c2de7adcf8eb090dcd7,RL02_UNICODE_PROVENANCE_COMMENT_ONLY,FALSE_RL02_PROVENANCE_COMMENT_ONLY,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/claims.py,100644,1e41e074c1dffec5cb0f5a3431bc98d346b31da3,8497,8a6e2e3fa03da565995d6fe410088547ef0ec7adf9aca90d2a4b5f75c375f5b5,components/CoherenceLattice/python/src/coherence/totality/claims.py,8497,8a6e2e3fa03da565995d6fe410088547ef0ec7adf9aca90d2a4b5f75c375f5b5,ADDITIONAL_INHERITED_ROUTE_DEPENDENCY,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/cli.py,100644,288d104757b3c3292732f2d587fdeae7e01725b8,47073,41dccf621f2cc8223717d4426e67cd48c12bf1db1a4137e8619d15f1170a687f,components/CoherenceLattice/python/src/coherence/totality/cli.py,47073,41dccf621f2cc8223717d4426e67cd48c12bf1db1a4137e8619d15f1170a687f,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/counterexamples.py,100644,1efcfb9b3cd91906eea5e316c5a5aff9ab05758e,3384,25ed844e89b70cad752798bd754d0a48aab0efa9a1bb7f9fb69979863198dd93,components/CoherenceLattice/python/src/coherence/totality/counterexamples.py,3384,25ed844e89b70cad752798bd754d0a48aab0efa9a1bb7f9fb69979863198dd93,ADDITIONAL_INHERITED_ROUTE_DEPENDENCY,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/errors.py,100644,1917e7fe5277cdbed000d64392d9a0befb635c8b,425,df194b16f83bf2f080805266ed11367e231634a6e7146886bea250dc7a765455,components/CoherenceLattice/python/src/coherence/totality/errors.py,425,df194b16f83bf2f080805266ed11367e231634a6e7146886bea250dc7a765455,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/grounding.py,100644,2fcb7b00b977e9c7919927a91bd82f05f36332c1,12457,16a35f99a1142980ef670e1a5255d345f493fdfd1c74e21138213d0387d8211b,components/CoherenceLattice/python/src/coherence/totality/grounding.py,12457,16a35f99a1142980ef670e1a5255d345f493fdfd1c74e21138213d0387d8211b,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/inactive_routes.py,100644,26a1a9739516797e866c32118dc446abf91680e6,2182,b06c7d2330c1e87635e3076515a8a9d5b46a2674a410941297bb61b61fdedf58,components/CoherenceLattice/python/src/coherence/totality/inactive_routes.py,2182,b06c7d2330c1e87635e3076515a8a9d5b46a2674a410941297bb61b61fdedf58,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/plugins.py,100644,edce49eecd93aca301cdef3e625fd17b5a79b2a0,5189,227d30057b5f0a999f70d7552192c8e9a3ec8854cb41cf24e45244b67eda15be,components/CoherenceLattice/python/src/coherence/totality/plugins.py,5189,227d30057b5f0a999f70d7552192c8e9a3ec8854cb41cf24e45244b67eda15be,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/pmr.py,100644,86a3b677ab69ad141297b9108cc50d72bc04c8a9,11895,89ff5b88c1590cab3e715fa9c42699179b0e2c9aff184b1f0c61c7153c5b77a4,components/CoherenceLattice/python/src/coherence/totality/pmr.py,11895,89ff5b88c1590cab3e715fa9c42699179b0e2c9aff184b1f0c61c7153c5b77a4,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/request.py,100644,83bf85ec5c69ece1d392c27c0fb243abfd392956,9760,1d39ed6b6260e35a97c6ea6d8e2c84d512cbf68cbb0b1cf10ce0a8d1a9c85dfd,components/CoherenceLattice/python/src/coherence/totality/request.py,9760,1d39ed6b6260e35a97c6ea6d8e2c84d512cbf68cbb0b1cf10ce0a8d1a9c85dfd,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/schema_runtime.py,100644,cb4560aac978812a24da373185f3c92e1597ca47,3716,61f39fc78ae67d8b4136d7a3d458ccfa387a87b5a7f1aa46752da7f09adbb1e8,components/CoherenceLattice/python/src/coherence/totality/schema_runtime.py,3716,61f39fc78ae67d8b4136d7a3d458ccfa387a87b5a7f1aa46752da7f09adbb1e8,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/schemas/candidate_packet.v1.schema.json,100644,0b942ecf675a94897ed7b1cafabfc3affe6c776e,4491,c704337a1886f776898af7b84e1239aae9085323e2594da8b204507bf414733b,components/CoherenceLattice/python/src/coherence/totality/schemas/candidate_packet.v1.schema.json,4491,c704337a1886f776898af7b84e1239aae9085323e2594da8b204507bf414733b,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/schemas/grounding_bundle.v1.schema.json,100644,28a85dfc8adf220dd018373c333bb51b14be92fe,1662,9b87fd3c57bd2f6d1b4e1c2256d1740958fc2eb9024fe52ffeeab43d019996a2,components/CoherenceLattice/python/src/coherence/totality/schemas/grounding_bundle.v1.schema.json,1662,9b87fd3c57bd2f6d1b4e1c2256d1740958fc2eb9024fe52ffeeab43d019996a2,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/schemas/request_envelope.v1.schema.json,100644,c547346be0295587c6c33063b0d3a8e085e8ca91,4132,efc6b63c4603307762096dcd201ad023a40f5421a00b75b64973c9a8d4ee2d3b,components/CoherenceLattice/python/src/coherence/totality/schemas/request_envelope.v1.schema.json,4132,efc6b63c4603307762096dcd201ad023a40f5421a00b75b64973c9a8d4ee2d3b,INHERITED_HOLD_NUCLEUS,TRUE,HOLD,false,ACTIVE
